topic_id,count,coherence_c_v,label,top_words,example_1,example_2,example_3
113,379,0.3699,,"withdraw, chamber, you, walk, please, from, leave, member, out, house",I was expelled from this august Assembly because of the 3% they were saying about the MSM. 3%!,Moving of?,"At this stage, the MMM and the Labour Party Opposition Members left the Chamber."
175,378,0.4234,,"electric, millions, milliards, vehicles, le, vous, de, vehicle, les, plus","I don’t have the figures actually, in 2005 up to now, I can tell for 2014, the figure is around 21,252.",And I cannot catch how come 40% and 40% which makes 80%. You can count over there…,"I am not sure, but the situation at the NDU is, I must say, really rotten. The NDU is indebted to the tune of one and a half billion!"
164,377,0.2416,,"order, please, hon, bhagwan, you, ordering, member, jhugroo, out, meea","Order, please! Hon. Jhugroo!","Order! Please proceed, hon. Lesjongard!","Order, please! One last question on this issue! Hon. Mahomed!"
183,375,0.4635,,"sir, mr, speaker, point, order, his, he, thank, our, they","Zot zalou, nou comprend ! Madam Speaker, Sir Anerood Jugnauth is the right man in the right place to face the challenges and to bring redress where need be.",Can I know what words were uttered and by whom?,On the name of Mr D. G.
193,365,0.5179,,"document, copy, paper, it, documents, you, table, letter, just, is","Yes, a certificate! It further says – “We have provided this letter for information purposes only and accordingly we accept no legal liability to you or any other person in relation to the confirmation set out above. This letter is not a substitute for persons interested in the transaction performing their own due diligence (…).” In other words, you go and find out whether what we are saying is true – “(…) in respect of and reaching their own conclusion with regard to the company, the transaction and the documents.” Then, they say – “We are authorised and regulated by and are subject to the applicable rules of conduct of business of the Financial Conduct Authority of the UK.” Then there is another part of the letter where it says that they want confidentiality – “Save for a disclosure to the Prime Minister or Cabinet of Ministers of the Government of Mauritius, this letter may not be disclosed to any person or referred to or quoted in any other context.” Who do they think they are? We went to look for information on this Avendus and we have received the information. If they act as financial advisers, they are not licensed to act as a bank; they are not entitled to hold clients’ money. They are people who act as financial advisers, and that is what they are. Therefore, I am saying that up to now CT Power not having proved its financial capabilities, and on this we insist because the only business which we know the people are involved in is that of being printers. They print posters, T-shirts, but they have nothing to do with power unless they show us the contrary.","But Médine is mentioned in my paper, 11 MW as from July 2015. I skipped that in order not to swamp the House with figures.",Give us a copy of this and the reply!
114,362,0.2209,,"boolell, dr, hon, please, page, you, question, prayag, his, order",Local expert Mrs Boolaky.,"I am just saying! Well, take an appointment with me, I’ll give it to you.","Hon. Dr. Husnoo, can you, please, sit down?"
170,358,0.2847,,"bhagwan, hon, baloomoody, please, page, 390, 101, bhadain, yash, bangkok",Hon. Bhagwan!,"Hon. Bhagwan, please!",Hon. Bhagwan!
91,353,0.3237,,"last, question, one, warning, you, your, supplementary, yes, okay, dernire","Yes? Okay, one last question!",This is the last supplementary question on this.,One last question!
191,351,0.8578,,"waste, dchets, wastes, landfill, solid, management, chicose, mare, plastic, environment","What measures he is envisaging to take so that, in the meantime, these activities are carried out in a responsible and sustainable manner?","So, maybe we could continue and have a proper enquiry to establish why the maintenance has cost so much. Who are the culpable parties? Who are the culprits? And if ever people have to be taken to task and matters reported to the Police, they should be reported to the Police in order to ensure that such issues do not happen again.","Madam Speaker, I am informed that an analysis of the scavenging services at each local authority was carried out by the Local Authorities Governance Unit of my Ministry in 2012 to assess amongst others, the costs of refuse collection services and the fleet profile, namely the types, conditions, age, capacity utilisation and replacement policy of vehicles. The Local Authorities Governance Unit subsequently recommended, amongst others, the introduction of the Global Positioning System for vehicle tracking with a view to help save on vehicle running cost while making better use of the existing fleet and manpower, with a view to improving quality of service. With regard to part (b) of the question, I am informed that a study of waste collection systems in two local authorities was carried by the Faculty of Engineering of the University of Mauritius in 2012. As far as part (c) of the question is concerned, I am informed that, following a procurement exercise carried out on 06 August 2014, the contract was awarded to Navigation and Geocoding Technologies Ltd, the lowest evaluated substantially responsive bidder for the amount of Rs22,221,834.00 (inclusive of VAT). This price also includes the supply of a Geographical Information System software."
109,350,0.6113,,"quirin, hon, beau, bassin, petite, de, la, et, lhonorable, soir","Next question, hon. Quirin!","Hon. Quirin, for how long do you have?","Next question, hon. Quirin! BEAU BASSIN & PETITE RIVIÈRE - YOUTH CENTRES – FACILITIES"
104,350,0.2174,,"lopold, armance, bhagwan, hon, rampertab, aliphon, please, benydin, order, adjournment",Please order!,Order please!,Hon. Aliphon!
76,340,0.2701,,"papers, laid, ittoo, canvassed, already, hon, paper, depoz, clerk, kitsoz",PAPERS LAID,PAPERS LAID,PAPERS LAID
88,338,0.3286,,"rughoobur, bhadain, hon, yes, teeluck, page, teeluckdharry, please, 86, fowdar",Everybody knows who she is!,Hon. Teeluckdharry!,"Yes, hon. Rughoobur!"
78,336,0.2416,,"boolell, dr, hon, jagutpal, thank, gungapersad, page, you, ramdhany, prayag",LIGNE BERTHAUD AVENUE – REHABILITATION,Thank you.,Hon. Dr. Boolell!
176,335,0.3218,,"brenger, ms, joanna, hon, page, thank, you, please, paul, much","Hon. Ramful, next question! PROFESSIONAL REGATTA PIROGUE LEAGUE - EXPENDITURE","Hon. Bérenger, do you have any question?","Yes, hon. Bérenger!"
110,333,0.2618,,"henry, thierry, hon, please, page, you, hansard, your, order, question","Hon. Henry, please!",Madame Speaker: Hon. Henry!,"Le roi lion! And for the son of a labourer to defeat a king in his constituency, who had reigned there for more than 26 years!"
108,327,0.2469,,"adrien, duval, hon, crosstalking, woochit, page, no, dvual, hardy, 331",No cross-talking!,No cross-talking.,No cross-talking!
169,326,0.4084,,"report, reports, it, you, have, that, secteur, submitted, been, is","In any case, I am not aware of any interim report.",Two reports…,"In fact, we are awaiting their final report by the end of March."
99,326,0.2774,,"subhead, page, move, minutes, starts, hon, we, thank, got, start","The second part I have already answered, we will do our best to come as soon as possible. Insofar as the first part is concerned, to me it looks like après la mort, la tisane.","Thank you, Madam Chairperson. At page 19, under Sub-head 2-102, the last item 22900 - Other Goods and Services .901 National Day Celebration.","Madam Chairperson, thank you. In regard to the smart grid, page 48, item 22130 and item 22900 respectively. My question is as follows: with regard to…"
106,325,0.3489,,"yes, prime, minister, viceprime, hon, deputy, workers, jobseekers, please, employment","Thank you, Madam Speaker. The hon. Vice-Prime Minister refers to a number of squatters in the Vallée Pitot Eid Gah area. Is the hon. Vice-Prime Minister aware that there is a problem of landslide and that the officers from Japan Corporation has already issued warning that at any time some of these houses may be in a way crumbled down. In the light of the observations made by the Japanese expert, will the hon. Vice-Prime Minister give an indication what Government intends to do for those people whose houses are at risk?",Because he was the Minister who gave EIA licence!,Hon. Vice-Prime Minister …
161,319,0.5083,,"vehicles, vehicle, nlta, cars, acquisition, 31121801, car, mvl, motor, item",The information that I have is that he was already employed and in that capacity he was driving that van.,"Madam Speaker, I wish to inform the House that my Ministry regulates the importation of second-hand motor vehicles in compliance with the Consumer Protection (Control of Imports) Regulations 1999. According to these Regulations, there are several conditions to be satisfied for the importation of second-hand cars. One of them is that a second-hand car must be between 18 months and 4 years from the date of first registration, at the date of shipment. This condition is, however, not applicable to a certain category of importers who are exempted from such condition. Some of them are: Government bodies, Embassies, religious and educational institutions. Madam Speaker, the present regulations date back as far as 1999, that is, more than 15 years. In the meantime, the landscape of the motorcar business has changed drastically. In this context, I propose to set up a Technical Committee to look into the whole matter relating to the importation of second-hand motor vehicles and to make recommendations as appropriate.","May I ask the hon. Minister, in relation to this Technical Committee, to give consideration to the fact that anyone who import cars should make sure that there is a stock of spareparts available because the number of cars that are imported in Mauritius are outdated and consumers are left without recourse whenever there is a sparepart missing?"
180,318,0.2737,,"sorefan, dr, gungapersad, hon, husnoo, pesticides, padayachy, yes, pesticide, question",Hon. Dr. Husnoo!,"Yes, hon. Dr. Sorefan!","Next question, hon. Dr. Sorefan!"
97,312,0.4116,,"floor, you, give, dont, have, please, hon, do, your, yours","Hon. Rutnah! When I am on my feet, you don’t stand up! Okay!",I have given the floor to hon. Jhugroo. I’ll give you the floor afterwards.,"You should give the opportunity as others also want to have the floor! Please, be accurate and short!"
171,309,0.3636,,"thank, prime, you, hon, minister, viceprime, much, very, la, pour",I thank the hon. Vice-Prime Minister and I …,"Thank you, hon. Prime Minister. Carry on, give me words!","My last question, Madam Speaker. I heard the Rt. hon. Prime Minister thank Professor Philippe Sands, the leader in our legal team, and the local people concerned also, the Solicitor-General and others. Indeed, this is a historic ruling, an important milestone - to pick up the words which the Rt. hon. Prime Minister has used. Therefore, can I suggest - he has thanked Professor Philippe Sands and the others - that the House expresses its thanks and conveys its thanks to Professor Philippe Sands and to his team for the fantastic work done; that therefore the House should - not just the hon. Prime Minister - thank them and address our thanks to them."
155,305,0.3252,,"naming, name, you, names, mention, am, dont, word, named, please",I do not have the names with me…,“Do you know who I am?”,But you have used that word to whom? To whom did you use that word? To whom was it addressed?
194,302,0.32,,"sit, down, please, seated, calm, feet, you, seat, patient, resume","Please, sit down! I am on my feet!",Please sit down!,You can sit back and relax …
167,301,0.7002,,"violence, domestic, gender, victims, cases, protection, women, genderbased, family, domestique","The persecution was not only against lawyers and politicians! The persecution was also against journalists, journalists who were doing their jobs, journalists who were reporting.",There have been violent exchanges. I don’t want to mention any.,"Je ne voudrais pas donner des exemples où il y a eu des viles attaques sur moi-même, sur les membres de ma famille. Mais bon, passons!"
98,296,0.3728,,"perraud, mrs, hon, prime, minister, thank, please, ag, you, hurdoyal",Hon. Husnoo!,Hon. Prime Minister!,Hon. Prime Minister!
112,295,0.5211,,"adjourned, debate, adjournment, seconded, accordingly, move, agreed, put, rose, question","Mr Deputy Speaker, Sir, I move that the debate be now adjourned. Mr Abbas Mamode rose and seconded. Question put and agreed to. Debate adjourned accordingly. ADJOURNMENT","Madam Speaker, I move that the debate be now adjourned. Mr Boissézon rose and seconded. Question put and agreed to. Debate adjourned accordingly. ADJOURNMENT","Madam Speaker, from what I understand from the Deputy Prime Minister, there were two tender exercises. May we know why the first tender exercise was cancelled and whether there were new requirements in the second tender exercise?"
121,271,0.3405,,"shakeel, mohamed, hon, please, yes, supplementary, adsu, last, obviously, bon",Hon. Shakeel Mohamed!,Hon. Shakeel Mohamed!,"There is another lady who all of a sudden, out of the blue, for the first time in her life, has a visit from the ADSU, a whole team. She calls me in a panic, crying. I said what is going on? The ADSU officers have gone there, have searched and obviously there was nothing. They made her sign a document, there was nothing and while leaving an officer of that ADSU told her: “Oh! I see that you kiss Shakeel Mohamed on both sides of the cheek when you see him in front of the Labour Party office!” Then he left. What is this lady supposed to think? Obviously, I am not saying that there is anything sinister. Maybe they were doing their duty. But when you have remarks of that nature, obviously, it puts the fear of God in your heart and says: wait a minute, what is going on? When earlier today we heard that Police officers are saying inne gagne l’ordre depi la haut, it does not mean it is true. I am not saying it means it’s true, that la haut means Government. But, it also means that sometimes you have Police officers who should be more responsible and not use names just in order to make themselves look more important. It gives a bad impression on Government. That is what I am saying. What I am trying to get at here is we need to embrace a politics where all of us unite as one people."
143,261,0.3468,,"jhuboo, jhugroo, baloomoody, hon, please, yes, soodhun, jhummun, dhunoo, wow",Hon.Jhuboo!,Hon. Jhuboo!,"Yes, hon. Jhuboo!"
166,257,0.2349,,"bhagwan, please, comments, david, last, question, hon, no, next, fabrice","Yes, hon. Bhagwan, last question!","Next question, hon. Bhagwan!","Yes, hon. Bhagwan, last question on this issue!"
127,255,0.3512,,"supplementary, yes, you, supplementaries, one, next, thank, please, have, do",Any supplementary?,That’s on combined.,I will reserve this for later on!
135,253,0.2639,,"baloomoody, hon, please, page, balgobin, chair, yes, question, you, address",‘Tone change parti couma chiffon!,"Next question, hon. Baloomoody! CRIMINAL CASES - SUSPECTS – SURETY","On a point of order Madam Speaker, hon. Baloomoody used the word ‘batchiara’ against my colleague Rutnah!"
173,249,0.4114,,"list, circulate, long, can, table, it, items, yes, you, will","But, of course, I undertake to give the figures.",It is such a long list. I will table it.,"Maintenance! So, I don’t have the list here. I think I can be provided with same."
142,244,0.3937,,"table, it, you, can, yes, tabled, will, later, list, advised","Yes, it is still on the table.","I don’t have the figures with me at the moment, but I can table it at a later stage.",Can we have the figure?
190,242,0.5422,,"withdraw, he, him, withdraws, said, withdrawn, word, ask, what, his","Son papa ne savait pas quoi faire. Enfin, je retire le mot ‘papa’.","Okay. He has withdrawn. So, that settles the matter.",He was absent from 21 February to 07 March.
105,239,0.4729,,"resuming, adjourned, rs, debate, read, appropriation, proposed, again, order, bill","Order read for resuming adjourned debate on the Second Reading of the Appropriation (2015) Bill (No. III of 2015) and the Appropriation (2015-2016) Bill (No. IV of 2015). Question again proposed. Mr R. Uteem (First Member for Port Louis South & Port Louis Central): Madam Speaker, the population was waiting impatiently for this Budget, expectations were high. For the first time since 2000, we have a Government with a three-quarter majority. It was the time to take bold decisions; decisions which would tackle head-on the problems of unemployment especially among the youth and women, decisions that would reduce costs of living, decisions that would improve standard of living. Expectations were high, Madam Speaker, because the duo was back – Rt. hon. Sir Anerood Jugnauth as Prime Minister and hon. Lutchmeenaraidoo as his Minister of Finance. During the electoral campaign, creating the second miracle was a major theme. Expectations were high also because days after coming into Office, the Government lived up to its promise of increasing old age pension and gave a salary compensation increase across the board of Rs600. This was followed by the adoption of the Government Programme 2015-2019 with which we did not have any major qualms. With this Budget, now was the time to turn words into action; now was the time for Government to deliver on its promises. Unfortunately, Madam Speaker, this Budget has not lived up to expectations and I am not saying that it is a bad Budget. There are many good measures, popular measures. In classic hon. Lutchmeenaraidoo style, he ensured that after listening to the Budget everybody will go home feeling happy that, at least, there is one positive measure which would impact on his life. Series of small measures with little or no impact on Budget, but which generate a feel good factor. Some were relieved, for example, that there is no increase in tax on cigarettes and alcohol. SMS users welcome the decision to remove the tax on SMS which was levied by hon. Xavier-Luc Duval when he was Minister of Finance. Although now, with free applications like WhatsApp, Viber, most smart users had stopped using paid SMS anyway. Some were happy to get 6 cubic metres of water free. Many of them did not realise that, in fact, all of us pay only Rs45 for 10 cubic metres of water. So, now we will get 6 cubic metres for free, we will pay only Rs45 on the remaining 4 cubic metres. Rs45 is not big money, but still, everybody likes to have something for free. It’s a feel good factor and people were left feeling that: yes, the Government is giving us free water. It is a feel good factor. People left feeling that, yes, the Government is giving us free water. Environment-conscious citizens applauded the decision to ban plastic bags; a measure which was announced by the previous Government, but never really implemented because of the lobbies from the manufacturing sector. The business community was also happy to learn that 70 permits and licenses would be abolished. The hon. Minister, of course, did not mention what permits will be abolished and how many businesses will be concerned by this measure. But, still, it was applauded as a landmark measure to facilitate business. Little do they know, this business community, that the hon. Minister of Finance has actually budgeted for an increase in the amount of licence fees to be collected in the coming eight months. The 3,000 gradués chômeurs were also expected to feel happy that the Government will now pay the fees of up to Rs80,000 per student, per year, for them to follow a course that would apparently, and I quote – “(…)improve their chances of getting a job.” An expenditure, Madam Speaker, which could have easily been avoided if the Government had taken the bold measure of introducing career guidance services to students right from secondary school, because it serves little purpose to a graduate in History, for example, to be told that now he has to do a course in Accountancy or in Biochemistry to find a job, when he stopped studying sciences at Form III level and never actually did any accountancy work. Of course, still for parents who spend their time looking at their children sitting at home, doing nothing, writing hundreds of CVs, attending interviews, it was a positive feel good factor because they felt that, maybe, now, with the reconversion, their children will be able to get a job. Whether this turns out into reality, is a different matter, but, at least, for statistics purposes, the fact that the unemployed are now going to follow a conversion course would ultimately result in a reduction in the unemployment statistics because a student on full-time employment is not a chômeur. Madam Speaker, the Budget is full of these little measures, popular measures; measures for public opinion management. But when we sit down and ponder on this Budget, when we analyse the Estimates and the Public Sector Investment Programme, the inevitable conclusion is that this Budget is not bold enough; this Budget is not ambitious enough; this Budget is not innovative enough. Pour moi, c’est une occasion ratée. Une occasion ratée, Madame la présidente, parce que tous les ingrédients étaient réunis pour un budget de relance, un budget qui aurait pu et qui aurait dû…",Order read for resuming adjourned debate on the Second Reading of the Appropriation (2015) Bill (No. III of 2015) and the Appropriation (2015-2016) Bill (No. IV of 2015). Question again proposed.,"Order read for resuming adjourned debate on the Second Reading of the Appropriation (2015) Bill (No. III of 2015) and the Appropriation (2015-2016) Bill (No. IV of 2015). Question again proposed. Mrs J. Monty (Third Member for Port Louis North and Montagne Longue): Madame la présidente, permettez-moi tout d’abord de presenter comme il se doit, selon la tradition, mes vives félicitations à l’honorable ministre des Finances et du Développement Économique pour le budget présenté cette fois de façon plus accessible. Madame la présidente, mes félicitations et mon appréciation dépassent largement cet aspect de tradition et vient dire bravo au ministre des Finances qui, par son brillant exposé, a été une fois de plus égale à lui-même. Bravo encore, pour le contenu de son discours qui éclaire nettement son souci de redonner souffle à une économie et une croissance essoufflée à évacuer toute forme de stagnation, et à redonner espoir et dignité à une population, hélas, trop longtemps bernée et trahie dans sa confiance. Ce budget, qualifié de novateur, entraîne dans son sillage non seulement des mesures phares, mais traduit de manière implicite un souci marqué de remettre ce peuple debout, de le prendre en charge, et d’enlever la crasse dans tous les secteurs de ce pays qui a, hélas, sournoisement glissé dans les pans de la corruption et sombré si profondément dans les plis du mensonge et de la honte à son sommet le plus haut. Madame la présidente, ce budget vient, comme il a été si bien qualifié, à la croisée des chemins, où les avenues du progrès et du redressement sont clairement dessinés. Madame la présidente, nos secteurs pilliers de notre économie sont à la croisée des chemins, comme l’illustre et le dit si bien le fascicule présenté par l’honorable ministre lors de la présentation du budget : ‘Mauritius at the Crossroad’. En effet, Madame la présidente, nos secteurs phares ont atteint un stade d’essoufflement et, pour le relancer, ce budget est axé sur quatre objectifs majeurs, notamment, orienter l’économie vers l’investissement et l’emploi, assurer un développement durable pour tous, atteindre une plus grande équité en ayant la justice pour tous, et aussi promouvoir la transparence et la bonne gouvernance dans la gestion des affaires publiques. Ces objectifs visés, Madame la présidente, sont en ligne avec nos engagements et nos promesses faites durant la campagne électorale, et pour laquelle nous avons été élus massivement sans conteste. L’alliance Lepep poursuit sur sa lancée en inscrivant le social au cœur de ses actions politiques. Permettez, Madame la présidente, que je parcours les mesures phares. Au niveau de l’infrastructure, décongestionner les centres névralgiques afin de permettre la fluidité au niveau de la circulation est une mission que le gouvernement tient à cœur. Dans cette optique, un fly over sera érigé à la rue De Caen pour réduire le trafic entrant et sortant de Port Louis. Un futur projet grandement novateur pour décongestionner la capitale, sera l’utilisation de ferry-boat entre Pointe aux Sables et Port Louis et Baie du Tombeau. Madame la présidente, un autre volet du projet de décongestion sera le pont reliant Coromandel et l’autoroute, et ce n’est pas pour rien que le grand argentier parle de Maurice comme étant un vaste chantier à en devenir. Quel soulagement, Madame la présidente, pour tous les usagers de la route, habitués de prendre leur mal en patience et pour qui la route est une source de stress, avant même d’atteindre leur lieu de travail et de commencer leur journée. Ce sont là des mesures que la population va attendre avec impatience. Moins de bouchons, réalité à en devenir. Autres secteurs à faire ressortir, Madame la présidente, demeure celui de l’eau et de l’énergie. Outre les 6 m³ d’eau gratuitement à chaque famille, le peuple est encouragé à faire l’utilisation des énergies renouvelables, laquelle démarche sera récompensée par la déduction au niveau des impôts. Madame la présidente, le gouvernement est venu prouver, contre toute spéculation, qu’il n’est pas de celui qui prend de la main gauche ce qu’il donne de la main droite. La mauvaise foi de certains avait commencé à gagner les esprits. Il y avait quand même une crainte que la taxe soit augmentée après l’offre généreuse et immédiate aux aînés juste après les résultats des élections. Mais cela n’a pas été le cas. Autres secteurs, Madame la présidente, sur lesquels j’aimerais parler c’est l’éducation et j’avais fait mention dans mon maiden speech de mon engagement professionnel dans ce domaine. Mais avant de parler du secondaire, j’aimerais souligner la décentralisation des centres de formation, à l’instar d’une école polytechnique qui proposera des cours en Middle Management, en Technologies, de l’Information et de la Communication. Comment passer sous silence, Madame la présidente, celle de Montagne Blanche qui offrira la formation liée à l’hôtellerie et au tourisme, ou alors celle de Pamplemousses offrant la formation médicale et qui serait loin des universités champignons conçus pour servir des intérêts personnels, tels que le D. Y. Patil et autre EIILM University. Madame la présidente, les diplômés chômeurs dont la formation ne correspond pas aux demandes du marché de l’emploi, suivront un crash course fait sur mesure, et l’État contribua jusqu’à R 80,000 par année par étudiant. Telles sont, Madame la présidente, mes impressions dégageant de ce budget et dont la particularité couvre 18 mois avec les dépenses prévues à R 154,3 milliards, et les revenus de R 131,2 milliards menant à un déficit égal à 3,6 % du PIB, comparé à 3,2 % en 2014. Pour que les rêves et les projets se réalisent, Madame la présidente, en général, la population est invitée à travailler ensemble. Il lui est donc offert une incitation de taille, pas de hausse fiscale ni de nouvelles taxes et moins d’occasion à gratter les cartes ou se laisser tenter par les jeux du hasard. I would like, Madam Speaker, to comment on the major educational project identified in the Budget and, of course, I am referring to the nine-year schooling project. The nine-year schooling project is a unique opportunity to address the weaknesses of teaching and learning in our present educational system and, for this Government, its people remain au centre de ses préoccupations. So is its youth. Such is our will to target quality education in Mauritius and outer islands. First of all, there have been criticisms about the lack of details provided in the Budget on this reform, but, Madam Speaker, it is not the role of the hon. Minister of Finance to give technical details about this project. This is the responsibility of the hon. Minister of Education and Human Resources, Tertiary Education and Scientific Research, and I am but more than optimistic that the hon. Minister will come to this House and give adequate information once the orientations and principles of this reform are set before it is implemented. At this stage, I would like to point out that the debate on this major structural reform, with a significant pedagogical implication started at the end of the 80s, but this Government, Madam Speaker, has the will and capacity to implement it now. This reform should allow us to obtain three different types of results. We should be able to reduce the considerable pressure that the actual system exerts on all actors of our education and, in particular, on our children. It should provide us with the opportunity to shift our focus from road learning to creativity - meaningful learning and critical thinking. In this sense, we will align ourselves on the philosophical principals underpinning education systems of developed countries. More importantly, Madam Speaker, it should help us to rethink the relationship between primary and secondary education and also the pre-primary. I am aware that this is a major project which will involve careful planning, identification of adequate technical and human resources necessary for its implementation, but I am confident, Madam Speaker that the hon. Minister of Education and Human Resources, Tertiary Education and Scientific Research will leave no stone unturned in order to achieve the aims set. I would, however, recommend a careful monitoring of the project during the first years of its implementation phase. This should allow us to identify the potential problems and weaknesses which could be addressed at the early phase of the nine-year schooling project. I would also humbly propose that the monitoring be carried out by educationists who are not necessarily part of the Ministry. I would also like to comment, Madam Speaker, on the Marshall Plan against poverty. In the same line of thought, I wish to congratulate the hon. Minister for translating his vision and the vision of this Government to revisit the structure and application of the CSR system so as to make it more effective. I would like to comment on the Marshall Plan against poverty, but I would like, first of all, to congratulate both the hon. Prime Minister and the hon. Minister of Education and Human Resources, Tertiary Education and Scientific Research for this bold initiative. I agree with the Minister of Finance and Economic Development that the Government needed to be bold in order to state plainly that the plight of vulnerable families has been getting worse in recent years and to adopt a more direct approach to extend support to the very poor families living in identified poches de pauvreté. J’ai été heureuse d’apprendre, Madame la présidente, les différentes actions identifiées pour combattre la pauvreté, ensuring that all children attend school and develop their full talents creating sports and leisure facilities. I would also like to stress the importance of revisiting existing services offered to the public with the fight against poverty, for example, in youth centres offering leisure facilities, we will have to train the staff to step into their new roles. However, I firmly believe in the paramount implication of the role of both formal and informal education and what they have to play to strengthen pre-primary educational facilities in those poches de pauvreté. This will be a great step, Madam Speaker. We should measure the true value and importance of the role that pre-primary education can play in reducing educational failures. Another aspect not to be neglected remains technical education. As for non-formal education, sensitisation campaigns, fight against all identified evils of our society like alcoholism and drugs, will need rethinking. However, the best tool any Government has to combat poverty is education and in the same line of thought, I would like to congratulate the hon. Minister of Finance and Economic Development for translating this vision of the Government in proposing to revisit the structure and application of the CSR companies which are now invited to invest wholly in a chosen poor region and for this, again, I congratulate the hon. Minister of Finance and Economic Development. C’est une brillante idée, Madame la présidente, et une décision fort louable que de vouloir changer la face d’une nation dans ce qui constitue la triste réalité de nos propres concitoyens. On n’a qu’à imaginer les cités phares qui naîtront des gouffres de pauvreté où la misère et la pauvreté se côtoient quotidiennement et amèrement et à faire pâlir les plus audacieux des gouvernements. Ce n’est nullement, Madame la présidente, une volonté de jeter ses responsabilités dans un secteur privé, mais au contraire, d’inviter ce secteur privé à ne pas se disperser, mais à vraiment contribuer à apporter un réel changement soutenu et visible en remettant debout nos propres citoyens. De plus, ce n’est pas comme l’a dit un membre de l’opposition, une liste exhaustive des poches de pauvreté, mais comme on l’a cru mais un échantillon de poches, hélas trop nombreuses à énumérer. Ce gouvernement, Madame la présidente, fait appel à ces best brains, car la perte des talents appauvrit un pays. Cependant, la pratique non-méritocratique à des postes clés est un étendard de vérité qui a repoussé bien des concitoyens préférant évoluer sous d’autres cieux. Certes, les propositions salariales doivent être alléchantes pour pouvoir attirer nos cerveaux. Mais un autre aspect serait les liens familiaux irremplaçables qui pourraient les tenter surtout si la taxe ne sera pas payable sur une période de dix ans. The Police Academy, Madam Speaker, is a laudable initiative qui vise à faire de nos soldats de l’ordre et des femmes formées, capables de servir ce pays de façon plus civilisée. Le secteur de l’agro-alimentaire, Madame la présidente, est un autre aspect ayant retenu mon attention. Madame la présidente, l’ambitieux projet de se lancer dans la culture des produits bio, certes, est un projet des plus attrayants représentants un moyen d’offrir un produit par lequel des fertilisants et des pesticides chimiques sont prescrits et à sortir de la culture traditionnelle. Mais cette nouvelle culture requiert une expertise extrêmement bien rodée, une mesure qui certes créera deux catégories de consommateurs : ceux ayant un meilleur pouvoir d’achat et ceux ne pouvant s’en procurer. Mais il n’en demeure pas moins que le souci de préserver la santé pousserait des consommateurs à vouloir s’en procurer quel qu’en soit le prix. Mais soyons réalistes et armons-nous de patience, car le chemin sera surement long. Donc, osons rêver et attendons! Madame la présidente, puisqu’on parle des produits alimentaires, permettez que, par ricochet, je me tourne vers le projet de bannir les sacs en plastique que je trouve courageux. N’empêche que je ne puis m’empêcher de mentionner que ce qu’on appelle communément sacs en plastique sont devenus comme notre pavillon national. Mauritian people are easily recognised even at marketplaces abroad with their sacs en plastique and it will take time to get rid of these. Alternatives may be found as nos sacs en papier actuellement sur le marché se défoncent à vue d’œil et on se demande comment disposer de la saleté après que nous, Mauriciens, ayant été habitués maintenant - disciplinés que nous sommes - à disposer des restes dans nos fameux grands sacs en plastique noir. Before concluding, Madam Speaker, I wish to precise that this Budget highlights the leadership of all the Leaders of this Government and I wish to quote John W. Work’s definition which qualifies effective leaders as those individuals who in their inimitable ways, I quote – “Inspire confidence, undermine despair, fight fear, initiate positive and productive actions, define the goals and paint brighter tomorrows.” My plea, Madam Speaker, if we have listened to the words, let us not lose the music that underlies the measures taken to allow the country to breathe, its people to sigh and to better live under the sun of prosperity and hope. My appeal to all hon. Members of this House will be to remain in togetherness so as to unfold a new page of our history, heal the nation’s wounds and make our people fully adhere to our programme de redressement. Let us bring this consumer and ‘zougadère’ tendency in our people to turn into one nation responsable dans son comportement citoyen, familial et dans sa contribution économique et aussi, dans son comportement social, dans sa marche vers une société plus juste où le soleil de cette île ne sera pas seulement un atout touristique à vendre, mais où chaque Mauricien se sentira partie prenante d’une île Maurice debout ayant retrouvé ses marques et sa dignité. Let us look around, Madam Speaker! This Government is special with the best team ever. I should also say, this House is special and if honesty and dedication remain our keys on both sides of the House, our country will be blessed in the realisation of the financial programme set by our Grand Argentier to whom I wish many other brilliant budgets. May God bless the Rt. hon. Prime Minister, the Deputy Prime Minister, the two other Vice-Prime Ministers, the Leader of the MSM and my wishes extend to the hon. Leader of the Opposition and to each and every Member of this august Assembly. May God bless us all in our mission! Long live this Government! On these words, Madam Speaker, I wish to leave the floor and thank you for your attention."
